ra,dec,phot_g_mean_mag
114.5599223656,24.3605357323,6.2954707146
260.6584817764,-35.9102938355,6.2955598831
147.8394974361,-6.1816833147,6.2955822945
352.4001573719,38.6433820151,6.2957139015
116.7738695006,-39.3309243185,6.2958273888
221.5974980635,56.6163952716,6.2958507538
228.3830344737,22.9838307830,6.2959299088
203.7570147571,12.5139704978,6.2959589958
168.3748383009,-60.0913379563,6.2959933281
138.3575813778,-38.6165443589,6.2960085869
269.5132725451,2.7199362962,6.2960243225
279.3697203890,29.5852649963,6.2961053848
82.0040075755,33.7627722204,6.2964634895
32.1325279142,-6.6779495884,6.2965083122
102.6762191302,-8.0409849397,6.2966618538
82.5864750144,-7.4348191744,6.2967066765
344.6479589508,9.3562133277,6.2967133522
77.8647350715,30.8053123379,6.2967877388
241.9661432279,-24.4624459197,6.2969055176
88.9065863043,53.4598837674,6.2969636917
5.4264018378,67.8229976896,6.2971072197
308.0377339589,22.8243154560,6.2972335815
325.8902954162,-68.0646978782,6.2973499298
214.5042253637,-7.5434446374,6.2973718643
141.6834470803,-53.5151575792,6.2975139618
199.2156717072,17.0160017016,6.2976818085
291.8913097536,14.2824598792,6.2977938652
122.1567996225,-37.6811874056,6.2979936600
273.0461135931,33.2916671831,6.2980985641
94.0778810264,-59.2149088649,6.2981238365
48.6506019108,-2.3327433362,6.2982120514
171.6856095731,3.0139034278,6.2983956337
345.6423208329,-36.4210223328,6.2984142303
313.1246374739,18.0272676141,6.2984528542
108.7676704177,-22.7766853229,6.2985639572
359.9637431118,11.6737350035,6.2986068726
151.2931824619,52.3713063817,6.2986111641
26.5048914296,-27.3490313108,6.2986946106
56.8377600202,24.1160674836,6.2988300323
90.7916117455,7.6271475110,6.2988696098
222.5909214519,65.6458539640,6.2989916801
252.0575753703,-24.5267095468,6.2990703583
14.4593665135,-1.7659894167,6.2991180420
40.6204513834,10.7416239834,6.2991456985
101.2164379448,-27.3403613282,6.2994661331
173.9372447124,-61.5780566820,6.2994794846
316.8411243585,-0.7650429186,6.2995219231
159.3033523144,-31.7626651318,6.2995290756
79.8970225903,-1.4118979833,6.2995829582
44.4938392253,64.4191886150,6.2996773720
4.4845746356,12.7713815533,6.2996940613
253.0801879082,-41.8545300637,6.2997369766
279.0743678107,-38.1425922445,6.2997603416
143.9701527812,14.3795817663,6.2999315262
71.4269895594,23.6279149427,6.2999415398
130.5306629789,-89.4606016808,6.3000149727
349.8643134548,34.7931783779,6.3000168800
131.6513549360,-29.7281044801,6.3001718521
14.2312418823,68.7755103056,6.3001780510
87.2803437906,-32.5043814923,6.3003048897
306.7037302158,81.4342319815,6.3003501892
337.2886446896,58.4041129061,6.3004994392
112.5772661693,-40.9893006904,6.3005146980
246.1005856441,10.2542958842,6.3006391525
333.6592276389,-15.8201172607,6.3008012772
290.6679563065,-20.6433742307,6.3008208275
43.2119068324,-9.4410560609,6.3009772301
220.1340305450,-14.0467782595,6.3010106087
286.5448527308,-9.6322513510,6.3010172844
250.3316234181,-55.2977987957,6.3011722565
217.6101175596,-40.4761258244,6.3011894226
92.4547992159,2.8691854562,6.3012480736
282.3217507502,-34.7496731428,6.3012623787
244.0696020389,23.1226729896,6.3012676239
247.4995018527,-0.1268435048,6.3013458252
72.1152532598,2.7156929403,6.3013467789
200.4886860076,-78.1785515379,6.3014197350
205.0361604444,-27.5778445705,6.3014369011
337.8929809753,29.5426161434,6.3014402390
300.3617299476,-40.8145079582,6.3014674187
250.7203024588,-79.0242928292,6.3014750481
26.0752361008,57.5365532717,6.3017683029
83.8600083242,-5.4168864384,6.3019299507
307.5835051228,49.7798529176,6.3020615578
99.8812724489,24.6005673450,6.3021821976
208.9348677813,-31.2849353021,6.3023033142
96.1106711123,-63.4293933876,6.3024244308
228.3674782488,-25.3096826363,6.3024716377
303.7954392380,55.6563794378,6.3026795387
197.8765974982,-35.1298984232,6.3027491570
47.0162190150,52.2134075239,6.3029766083
80.3222063528,54.2526644131,6.3029890060
261.1543970404,-18.4457958256,6.3030710220
291.3432921156,20.2716496325,6.3032369614
27.9463711391,18.2894600349,6.3035087585
0.8057567204,17.5520335816,6.3035526276
221.5450477690,-21.1764019145,6.3035836220
88.2898845868,-47.9551027620,6.3036279678
105.5316206313,-6.0224563282,6.3036317825
48.7213896891,-59.5135003665,6.3036403656
193.0223251441,-48.0942724586,6.3037619591
113.6656750113,80.8967114546,6.3038477898
309.3824509655,31.5725369323,6.3038601875
42.7176767178,-67.5223784969,6.3038663864
121.6733222286,-48.4973442914,6.3039741516
204.7995871018,-75.6838467093,6.3039846420
335.1765138502,14.0322009086,6.3039932251
309.4679795999,-25.1092889372,6.3040847778
76.1091431374,-35.7049269650,6.3041830063
317.9872094531,30.6192579768,6.3042783737
86.4496306860,37.6589278722,6.3043866158
176.8144958722,-30.2875237280,6.3046650887
119.8155944524,-73.2442611694,6.3047537804
138.0707059434,14.9971336334,6.3047719002
34.8438214543,48.9557889262,6.3048868179
74.8301956220,-32.2390447393,6.3049039841
0.6006904713,8.9568090174,6.3049244881
118.9940029572,-12.6078247480,6.3049383163
263.5486455389,-48.4686367996,6.3049817085
108.1247497423,-50.3208755008,6.3050270081
307.5769162005,-4.7546976027,6.3050642014
28.2940874667,28.8188118367,6.3050866127
38.5590570353,33.7927831274,6.3053007126
127.6278730785,-63.0819531288,6.3053441048
61.9059909987,-37.0619574057,6.3054699898
145.6828806644,51.2685143708,6.3057570457
333.0704337658,-11.0655734228,6.3057899475
83.1417451079,57.2200719426,6.3057980537
149.0403410895,-71.3892824371,6.3059468269
45.8759832374,28.2698494085,6.3060808182
119.8012328539,-49.9768134817,6.3062963486
118.1184864703,-13.8631611743,6.3064250946
274.2395396474,-27.7163865156,6.3064861298
246.2257684067,-45.3495612444,6.3065080643
212.7159520643,-32.0756992066,6.3065171242
302.0396164660,-52.5778828887,6.3065319061
290.6703604227,37.5812653629,6.3066134453
343.2974492994,40.1673199776,6.3069152832
41.7646777121,35.5544130973,6.3069276810
130.0752570117,1.9200008718,6.3071122169
300.9144948965,38.3272478682,6.3072495461
4.6763230386,-8.0536406258,6.3072628975
20.4975061583,76.2386636867,6.3076109886
339.0327324948,36.7623757717,6.3076868057
294.3839908376,54.9577933254,6.3076944351
322.4173756508,-14.0272439760,6.3077445030
89.4227420776,-6.0946146958,6.3078107834
239.9701727903,-31.1686069783,6.3079085350
172.7925587503,48.7894568592,6.3079915047
260.4648715436,-20.5694298251,6.3080339432
44.9096443185,-32.5071553465,6.3080582619
284.8624159699,-75.3901013378,6.3081192970
204.4001356995,-56.4764205312,6.3082466125
122.1025878688,-63.8007984962,6.3082900047
145.5538679131,-66.9148180325,6.3083586693
149.6422739167,58.9516610953,6.3083615303
72.9587316531,13.6550059817,6.3084306717
20.3528543159,-50.9369575718,6.3084783554
307.7367822373,-29.1126918760,6.3087320328
338.9571116339,20.2738239091,6.3088588715
238.9564732990,58.9118859123,6.3088936806
109.8255158244,34.5471421521,6.3088989258
325.0825462692,-1.7861153962,6.3089118004
106.5019707032,-30.6556864654,6.3090138435
244.2450072604,-53.6966947667,6.3091106415
269.3623919620,11.0444941494,6.3091249466
294.0525839008,6.0073651530,6.3091416359
99.5266483900,51.2021288426,6.3092770576
227.9581860657,-16.1596562810,6.3093533516
287.4649949949,-0.4281407698,6.3093771935
33.5792976165,-76.3574481682,6.3096103668
268.3020214144,-32.0323668412,6.3096494675
304.2044419869,56.0403044664,6.3096585274
294.7041275360,3.3815066926,6.3096785545
295.5533828152,12.1932243232,6.3096847534
101.6732227929,-54.6949657593,6.3100810051
94.0166252287,59.2149376304,6.3101973534
72.7348068243,-53.4593181967,6.3103156090
131.1780712788,-74.7879907575,6.3103165627
273.6530376646,-2.6027082075,6.3103218079
161.7002296152,-69.2097749368,6.3103718758
341.8468840705,58.4830605751,6.3103909492
276.1382980764,-49.6535433373,6.3106174469
308.5691630699,-43.4482427819,6.3109369278
262.9859137403,-46.0920523523,6.3109526634
212.8794430525,1.3625331335,6.3109631538
44.0667076355,29.1639782455,6.3110208511
259.6244968656,25.8083002144,6.3110642433
273.9913714582,-3.6179773507,6.3111424446
279.7214219495,-13.7769308017,6.3112115860
156.6951097104,-4.3883500943,6.3112645149
272.1405384520,14.2847159225,6.3113031387
255.8050238617,-48.3366791801,6.3113565445
82.1100724392,34.6974493967,6.3114199638
223.4158027251,6.2418227890,6.3114442825
266.2071481711,35.2177410590,6.3116807938
131.0777765073,-37.5269403308,6.3116831779
128.8026647563,-39.9702585320,6.3118386269
119.5400781961,-60.8168429920,6.3118524551
292.3370846710,20.2796699700,6.3119254112
287.7579357262,-39.0047423966,6.3120932579
14.1857267504,26.3400204417,6.3124580383
328.8963602910,53.2432523214,6.3125057220
320.7776223850,-85.6387190672,6.3125653267
100.4967999255,6.3454379435,6.3126592636
159.8449576915,-64.1117431329,6.3127636909
201.7765131414,-49.1437364359,6.3127937317
86.9920166688,-40.6529100016,6.3128061295
324.8330890997,-30.3044298652,6.3128166199
306.1487955765,16.1436469269,6.3130512238
123.6813923296,24.7347650956,6.3130798340
250.1979160056,-72.2994835596,6.3130865097
138.8538929969,-15.0249933621,6.3132429123
199.3740821126,-0.6760838577,6.3133811951
278.0860694183,-14.6443870490,6.3134174347
82.2203539857,32.4774546535,6.3134202957
240.1775041535,31.5679903968,6.3135137558
74.5082006859,-58.2082589691,6.3135423660
225.9020121850,34.5656474652,6.3136434555
90.5679398036,66.8996469145,6.3137650490
280.3373263166,-50.4728526114,6.3138165474
319.5022216498,-64.6817084481,6.3138384819
104.8340196601,7.3169327694,6.3139142990
100.7297443856,55.4742270490,6.3139858246
16.3009024944,19.1977421420,6.3140130043
340.3569203731,-12.2299895921,6.3141045570
191.1092563512,80.6208300976,6.3141341209
151.3605231741,-34.8826715262,6.3141479492
262.6675424488,38.8822608358,6.3142724037
120.4321967537,25.0895208600,6.3142971992
346.6342115675,19.9108758752,6.3143148422
0.0998048298,26.9178733300,6.3143515587
270.2202496782,6.2682613262,6.3143835068
300.2337618402,-74.0126792852,6.3144721985
294.0348137580,22.5857306200,6.3145890236
80.2471691555,27.9571724707,6.3146338463
274.5039724634,-68.2293422730,6.3146476746
302.1595081299,10.7258602931,6.3148946762
2.7824220521,57.5879916873,6.3149013519
154.1166764806,28.6820575745,6.3150477409
30.5334421729,28.4002109616,6.3151001930
348.5602398625,50.6178680016,6.3151226044
191.5226419020,-54.6122075130,6.3151316643
26.1820325109,-6.7661401891,6.3154501915
85.8451071001,29.2001424486,6.3155379295
256.7208084558,-1.6562883226,6.3156886101
312.4512059472,7.8642455307,6.3158087730
307.1368796552,-34.4098072447,6.3158440590
321.2152858566,-3.3985773222,6.3159027100
120.1518335493,12.6417700445,6.3159422874
117.8347144731,-43.0952105310,6.3159790039
302.6369395873,52.3851952451,6.3160376549
260.6936538422,-45.6142887059,6.3162307739
253.1141746183,-40.7232481930,6.3162479401
256.1388382511,-11.0885750746,6.3164067268
268.1765417741,38.8206135726,6.3166360855
90.4233956000,22.4009537918,6.3166437149
184.4405717253,-63.6161526394,6.3168673515
306.3372179830,-29.9845790753,6.3168725967
297.2222978300,11.6851186666,6.3171448708
58.3937680034,25.6827094507,6.3173146248
150.8919869162,-61.8840222526,6.3173255920
214.9490653483,38.7940002876,6.3175296783
20.2725574876,64.6580291456,6.3175706863
251.2489845232,6.0870121436,6.3176636696
127.2732866076,-43.9188472402,6.3177461624
243.5325778538,-48.9328108631,6.3177771568
56.7535783953,-30.0554755246,6.3179597855
204.4332333927,2.3822459609,6.3180937767
235.1082841076,37.5170361472,6.3183355331
271.2532645897,41.9466942786,6.3183889389
30.6656706435,71.2979511881,6.3187370300
329.6457618453,-44.0628294290,6.3187675476
352.9833013949,-25.7440522219,6.3189144135
189.6926755752,40.8746041162,6.3190507889
117.0628608032,-54.7143105820,6.3190588951
341.0721288856,49.4120664044,6.3190937042
124.9744125680,-12.8569285234,6.3191595078
221.0736817934,-24.1286026106,6.3194041252
258.6239031529,45.1869616520,6.3195104599
306.2033458821,40.1536416364,6.3195199966
191.3480025969,-48.1704423026,6.3198609352
220.4983670333,-77.0115061119,6.3199396133
118.2719448836,-11.6248528841,6.3200697899
3.0061473661,23.4717670583,6.3201971054
174.3523760866,62.1963969885,6.3203201294
261.3495639245,52.7904651835,6.3203878403
242.2618464548,57.9379820813,6.3204054832
82.7763563997,18.5604410513,6.3208694458
112.3282306379,6.5821942183,6.3209357262
114.2729105486,20.1562806721,6.3210234642
16.1819455816,74.8346042593,6.3210353851
298.0309810746,-10.8926887337,6.3210411072
62.5142095206,-34.4975479980,6.3211450577
76.7904719130,-19.3906499627,6.3211784363
310.2183670883,-28.5493099389,6.3211998940
233.0745171131,-10.4389730801,6.3212413788
132.4677711123,-39.1414219134,6.3212661743
246.6716497038,9.2728100416,6.3213911057
338.3206559761,70.3737759659,6.3214025497
300.9344406893,-22.5954975896,6.3214092255
236.1523298913,80.9321766056,6.3214817047
283.9729244723,35.8105248248,6.3216938972
349.4172030138,-11.7129186095,6.3217554092
2.4673060315,-62.2967154687,6.3218417168
77.3739985819,-2.1349746615,6.3218817711
356.6062242957,28.7035712044,6.3219046593
343.5754003532,17.7948878629,6.3219432831
85.9215768004,-45.8324370471,6.3219733238
22.3483626293,25.2753786509,6.3219957352
183.5230887278,66.1093175231,6.3220806122
293.0028136997,7.4876881041,6.3221735954
170.9708080652,-19.9085010167,6.3222045898
177.7299657709,12.2791554001,6.3222327232
295.3646973994,47.3281612944,6.3223657608
302.8158459453,-43.6623059455,6.3223791122
286.7846875060,-18.7382468252,6.3224606514
179.8496736595,1.8265227494,6.3225264549
81.7765758631,-44.8619359575,6.3228025436
82.1449349721,13.6789112280,6.3228354454
32.9761607598,-47.1705498557,6.3229632378
315.2847271703,-13.5299711509,6.3232154846
346.0031282682,6.6163775127,6.3232779503
80.8793077641,5.3231586789,6.3238530159
174.6833322918,45.1084844554,6.3238754272
282.5368724237,-3.6229760236,6.3239293098
204.4456844277,-3.2361257473,6.3239326477
95.5147540944,59.3720978712,6.3240652084
148.7502738488,-16.1937762116,6.3241357803
51.5492137159,-41.6368177844,6.3241519928
44.2018125316,-35.3777826641,6.3241558075
82.2548231987,42.2703847533,6.3241572380
356.7134993904,-55.8093957445,6.3241577148
194.7380787332,-29.9985118293,6.3242120743
97.9059405487,15.9034418947,6.3243064880
80.6343757232,-73.8013737861,6.3243103027
119.8064680021,-49.9737350623,6.3244276047
149.1287435633,-13.4639123630,6.3244323730
189.5182632949,3.2823932764,6.3245010376
133.5884882513,26.9236747628,6.3245501518
351.5517882323,-27.4245208150,6.3245925903
101.3479451186,24.6724483519,6.3247189522
21.3296612725,16.2570149722,6.3247423172
12.7401350627,51.5080354866,6.3248267174
339.9458655461,19.6810858005,6.3249988556
161.8774269424,-69.4377330811,6.3252439499
155.0609133411,53.7795892668,6.3253350258
238.0547608380,-45.2843401521,6.3253655434
51.6476358035,28.7146056636,6.3254876137
44.5783404398,32.4611425717,6.3256564140
117.5814439703,-27.9725192494,6.3259172440
280.5942216473,-64.6431759518,6.3259363174
290.3744667315,-34.9838088160,6.3259415627
332.9372936047,38.4157618653,6.3261408806
332.1777532936,-33.1255853548,6.3262047768
315.6791371235,3.3501634539,6.3262491226
312.4777084664,46.6613319146,6.3264689445
185.9029678145,-39.3023425480,6.3265304565
112.3781676429,19.6331649973,6.3265466690
242.4799807294,-18.3409339359,6.3266258240
229.2281730120,-46.2024766960,6.3267064095
71.6007598672,-2.9547654101,6.3267426491
117.2456683742,4.3336862796,6.3268089294
96.3858177614,23.4420996322,6.3269124031
16.8042115483,-23.9964753457,6.3269782066
234.8388983970,-23.1503327659,6.3270092010
294.5061097505,35.2588155606,6.3270454407
31.1946081751,-17.2875831547,6.3270955086
161.4329934773,-53.6285992921,6.3271436691
201.4955329455,63.2622574520,6.3272867203
337.9225032116,-10.9057339832,6.3275303841
5.0124763984,-17.7004645900,6.3276891708
36.2433027393,-2.7800609763,6.3277559280
294.9560991338,-23.4278422721,6.3279523849
357.2252711274,59.9790313368,6.3280091286
74.0369984805,7.9044853362,6.3282189369
131.6898287254,-18.7578662669,6.3282728195
118.7516699045,-52.5832779507,6.3283133507
214.2472137644,-16.4390495736,6.3283219337
57.8798156031,-21.2813944999,6.3288321495
257.9591705417,41.7301125745,6.3288965225
50.0249619965,32.0216543197,6.3291087151
103.9781699704,-31.7901497407,6.3292346001
159.9921671847,-49.2795262516,6.3292779922
85.3617695306,3.7780588976,6.3295145035
13.9708097800,-53.1927691465,6.3295478821
108.9470043811,-23.7402118144,6.3295850754
330.9446676917,64.6285489665,6.3297147751
122.1815525100,-20.3631599976,6.3297448158
128.1387874895,-15.0299959368,6.3298544884
39.1923800526,-35.8289435776,6.3299365044
340.7458930132,28.1570843937,6.3299994469
229.1349281007,-39.5609807308,6.3302254677
122.5037471270,17.0164582328,6.3302531242
272.1104657201,-18.5522090959,6.3302707672
187.7093327273,-4.0607811860,6.3303394318
172.5859658722,-25.7985975765,6.3304877281
280.3939722477,-3.1184573234,6.3305988312
11.1477783785,-78.0822253711,6.3306517601
23.9604379265,-39.9473368516,6.3306541443
63.0386178934,0.7356562568,6.3307166100
255.8590630708,34.3835142725,6.3309831619
143.8907077348,-19.5835426148,6.3310050964
21.4431223289,70.9798293045,6.3311176300
225.1612656280,47.2775126701,6.3311519623
108.4515853080,-22.9057630142,6.3311786652
31.9468338424,5.9847098382,6.3313145638
225.3973203142,-3.1646498554,6.3314375877
326.6007274990,-32.7148127150,6.3314504623
259.9722875200,-17.7566732934,6.3314619064
195.9626581925,-64.0999128879,6.3315410614
268.4395998569,-34.7860563636,6.3315701485
10.5610784780,-11.8049917001,6.3317379951
210.3429327505,31.5634280038,6.3318738937
256.9442616932,40.5159020903,6.3319683075
249.8412353532,22.0055720603,6.3319973946
297.9424328586,-37.3366345636,6.3322105408
166.9153400846,-12.5860426976,6.3322811127
261.4914171691,-1.6515532760,6.3323974609
216.1492035511,-2.3428480897,6.3324313164
0.1819224212,45.2533379930,6.3326764107
69.0069660658,-3.6116606681,6.3327441216
120.6487958745,57.2733625731,6.3329296112
282.5751676716,60.8376200202,6.3329463005
25.5738683268,58.6277048374,6.3329706192
96.6869028115,-7.5119991123,6.3331365585
344.6774646037,7.3397851978,6.3332037926
208.0038354101,-31.6192925756,6.3332252502
307.2107738718,39.9817581089,6.3334579468
74.5455199073,-2.2126776806,6.3335084915
147.4585178322,21.1793628073,6.3336129189
169.6520875184,-24.3432511030,6.3336181641
168.6573355214,-1.2709716941,6.3336410522
146.4665235862,18.6835256297,6.3337006569
33.7821480569,55.0882750251,6.3338079453
2.6348602886,33.1308842524,6.3341426849
36.8461298144,10.1974215269,6.3342280388
41.7903171187,60.5707678365,6.3342814445
170.0258874787,-65.2519795327,6.3343977928
270.0653838839,0.6294683246,6.3344779015
324.9796180981,51.4768146534,6.3344902992
89.4055747072,45.9012920083,6.3345341682
265.2957578956,15.1783507514,6.3345704079
5.1289257318,48.9686193750,6.3346424103
175.1142190603,57.9704649257,6.3347821236
287.2415998083,11.2934565076,6.3347911835
336.1809304907,9.8102422925,6.3347935677
38.8663516182,39.6642281934,6.3349757195
53.7044084173,6.4176244981,6.3351254463
185.6327413845,5.3052159796,6.3352432251
15.1267162513,-12.1958571048,6.3352813721
270.0482333498,-24.2844988266,6.3354029655
351.0685954953,3.7153986701,6.3355383873
152.9093821996,13.3549521695,6.3357620239
323.6416175758,22.7542839813,6.3358254433
282.3361336016,43.7345640171,6.3359050751
199.7006948691,-79.9761206105,6.3359498978
355.2696054415,41.8505825530,6.3360137939
222.5670217776,-58.9767669134,6.3360862732
240.6213146493,-26.1480491747,6.3362317085
241.8950788694,-36.7196001097,6.3362784386
143.2817624117,-39.1288966867,6.3366026878
168.3313525884,33.4434600878,6.3367552757
119.0646206989,29.8520944162,6.3367633820
342.3229625819,-70.3478417253,6.3371553421
207.0747634639,-6.8374536873,6.3376932144
303.3486379196,38.7290246149,6.3378725052
179.7943070658,-45.8322608022,6.3379364014
87.7692739555,18.5512753383,6.3380179405
25.9514173496,74.6044282676,6.3380355835
130.1355872149,10.9240958537,6.3381009102
279.3739740031,-2.9200040271,6.3382744789
270.3922023410,-85.2154751399,6.3385829926
258.9845755225,-87.5669640450,6.3388428688
250.6168075940,49.9359565741,6.3390531540
175.2061711675,-60.9805433817,6.3390831947
43.3259066756,-22.0908449591,6.3391032219
44.9016492100,-7.1801392755,6.3391528130
314.9568262539,55.2180268529,6.3392086029
354.3011786235,55.8765033211,6.3392162323
290.6578081860,-51.2313195361,6.3394818306
140.0636696006,-45.1732182978,6.3396029472
247.8381360958,1.3088872184,6.3396368027
154.7707932933,-64.6762041022,6.3398427963
318.9984414056,-13.2029862524,6.3400468826
7.4131951785,-2.8405898553,6.3400897980
277.6440258212,36.2491577863,6.3401031494
340.9232985884,47.4117734566,6.3401184082
132.9584027425,-44.1509019545,6.3403143883
218.5681807788,57.0642212731,6.3404145241
262.1148922245,-29.0586192180,6.3406023979
334.5759808151,13.6078551886,6.3406848907
256.8430204105,48.3995294791,6.3407392502
178.1878933461,-7.5967108318,6.3407478333
144.7945379658,43.1438915001,6.3407578468
337.5069118644,-12.9151184390,6.3412303925
131.1730215368,-23.7885922249,6.3413901329
3.6408931832,41.0327480137,6.3414440155
337.5724566114,-14.5858828338,6.3415427208
91.3446390016,0.6127787776,6.3415775299
66.4059863727,15.9409075397,6.3416171074
80.1591674350,71.7146375621,6.3416976929
310.0521316576,-2.6554643448,6.3417692184
217.3796148996,-26.0133439968,6.3417711258
216.7076851928,-39.8740787569,6.3418898582
173.8832200732,11.1884711494,6.3420066833
257.5261224467,-61.6754855688,6.3420429230
249.1788408939,15.4973093596,6.3420681953
203.1432062409,-29.5652241545,6.3421244621
121.7913776106,43.2602113987,6.3422818184
90.0251035701,27.2718482869,6.3423471451
225.5356306254,-7.5753053220,6.3424816132
310.4365054099,-75.3515218004,6.3426132202
359.8717143457,33.7233670319,6.3426370621
349.3290516931,75.2990192850,6.3426570892
216.4151335461,-66.1729906648,6.3427014351
202.1911841413,50.7182296818,6.3428511620
169.6444959791,-79.6688176592,6.3428597450
153.1571420221,-19.1534686848,6.3429403305
207.4245794580,-36.6068586940,6.3429551125
85.3622198556,-33.4007977310,6.3429660797
193.7709043482,19.6144360731,6.3429846764
144.9474537186,-10.5702545281,6.3433008194
103.6656847914,15.8378854278,6.3439168930
327.4170421346,41.1487605440,6.3440542221
224.1487540552,-39.4160933415,6.3441839218
67.5842960392,28.1320845315,6.3441967964
200.5073229456,2.7572062308,6.3442444801
339.4129611139,63.7693635487,6.3442883492
139.3073385246,-67.6764752168,6.3443112373
314.9637482213,44.9964527489,6.3443813324
21.9977039576,-22.0369080758,6.3444232941
72.6516617952,70.9414330814,6.3446626663
346.3566633741,-22.4868617344,6.3447971344
219.3684239742,2.2769676746,6.3448061943
93.8223230635,39.9460959711,6.3448128700
298.8412406390,-71.5465059651,6.3448524475
157.0759066248,-63.1645580587,6.3448987007
106.2874580312,47.7750386518,6.3450598717
315.7927654156,24.4519947520,6.3451485634
101.8477503268,18.1932268930,6.3451652527
278.3445658759,-5.9118546000,6.3452229500
347.8752299649,52.8867920986,6.3452906609
216.7448968314,-59.2376576944,6.3454394341
203.5912257999,38.7893606995,6.3454527855
60.6174466931,-78.6331553431,6.3454585075
119.6602462840,-27.5776169095,6.3457169533
100.4072467053,35.9318109256,6.3457660675
213.6708773678,21.8733636176,6.3457860947
125.6327408951,16.1624133263,6.3457942009
111.7879688057,11.9549768517,6.3459939957
203.3439483018,33.6575905302,6.3460402489
26.1533642453,-34.4061369687,6.3460941315
87.6190242236,-37.6211127044,6.3461222649
341.2645993059,58.1464476844,6.3462986946
153.7805568859,-55.5492272043,6.3463640213
313.1295546390,-13.2029390812,6.3463640213
5.5984253467,35.5363282732,6.3466172218
240.5185715746,-51.1208456278,6.3466258049
190.2897207130,-44.1011933542,6.3466577530
101.0522003035,36.1092577309,6.3468151093
270.1309423618,17.1031824955,6.3468875885
0.3205917553,-41.4875878069,6.3469104767
308.2182016537,-24.9440264493,6.3469285965
314.5780576193,23.0463304561,6.3469452858
67.8049755919,23.3458949271,6.3469986916
150.8652751222,41.3047158901,6.3470253944
11.2278207355,-63.1967885496,6.3470807076
20.5885086332,-61.3293360950,6.3470869064
3.6691614711,-14.8054211433,6.3471460342
91.6596666708,-16.5185659987,6.3472576141
75.9859660849,-14.5561988991,6.3474688530
139.5607036220,-33.0274383233,6.3475193977
356.3723196914,20.4153908593,6.3475646973
200.7607631743,-48.5628038263,6.3476037979
336.7951559319,61.9118724476,6.3477435112
139.6817833215,-34.0959085506,6.3477478027
357.9293220355,-40.8279480170,6.3478984833
275.9500912593,53.3007889902,6.3479561806
316.6392936148,-0.1050044630,6.3480362892
259.5497546494,-39.6909092989,6.3480591774
330.4689728135,-77.6625689311,6.3480782509
317.3431825383,-36.7064790375,6.3481593132
158.7859761896,41.9088583320,6.3482651711
281.4092632642,79.9429414975,6.3483142853
218.4431613082,-79.9552772192,6.3483600616
172.3129989005,-63.5539347965,6.3484616280
53.3996674403,14.6784842589,6.3484864235
178.6057381026,-37.7486986971,6.3485212326
204.1400463807,52.6873733754,6.3485941887
117.7760992912,-18.2472137641,6.3486270905
4.9844217329,16.2508192008,6.3487682343
181.0784892802,4.9317092589,6.3488082886
151.0347933821,3.2006382881,6.3488807678
299.7212126921,-68.7629089185,6.3489484787
327.0628031664,65.1707193407,6.3489670753
249.6396527434,-1.2315763746,6.3490014076
105.0872207285,67.3304951642,6.3490495682
105.0984072291,-49.1351461450,6.3492875099
89.9408961634,55.3204550672,6.3493418694
286.7369575803,7.1517789548,6.3494462967
302.9570271081,15.8755256482,6.3495316505
319.6646561348,24.6593921725,6.3495664597
37.0186262097,-64.2997405650,6.3496146202
124.4818157152,-59.1669445319,6.3496384621
151.0283608811,-81.5652595340,6.3497986794
206.3058852861,55.8777470325,6.3498015404
130.7786151546,-45.5617209023,6.3498611450
301.8605616386,36.5677594641,6.3498811722
313.4933924920,-6.8895572093,6.3501014709
182.5103759112,-34.7047801570,6.3501133919
171.7530137665,-56.2800885796,6.3501276970
338.1486221972,20.2301603362,6.3501586914
23.6339212843,68.9486454848,6.3501935005
264.7064365410,32.7392964165,6.3502173424
4.9749380542,44.7093716464,6.3502926826
179.5293204679,32.2736322067,6.3503346443
42.3620262777,37.3263975095,6.3503794670
92.3341777820,-18.1264827526,6.3504304886
145.8774416635,-20.3658767355,6.3504419327
329.8822652153,10.5765080547,6.3505034447
276.2494287109,-18.5387417170,6.3505201340
78.3218889318,37.3367034539,6.3506002426
61.1647900574,17.5176600506,6.3506174088
239.2460747625,-41.0623106285,6.3506579399
3.7940974826,27.2833752727,6.3509030342
224.6633197415,-27.6572732735,6.3509392738
107.4073077668,60.7918790903,6.3510131836
125.0201065406,-23.4618641794,6.3512439728
109.3608017425,-38.9130586534,6.3512644768
30.3069194916,41.2124440028,6.3513154984
319.6087790626,-20.3356019431,6.3513517380
332.5636276312,72.1111666725,6.3513679504
182.7620038050,-45.4228650465,6.3514342308
205.6424232264,23.3184552786,6.3515977859
255.7927613558,14.5105517183,6.3516011238
223.7250034267,-69.8610200083,6.3516535759
309.3027059736,52.9729944213,6.3517308235
165.2730743783,63.4208824098,6.3517627716
185.3379293351,-62.2816351519,6.3518700600
71.5038543459,76.6104424895,6.3519415855
265.1268847571,-41.6304083855,6.3520050049
315.3665377049,-68.2095686096,6.3520488739
110.0282906552,-3.9145159865,6.3521723747
235.6072105449,-49.2175801945,6.3522129059
42.6994368700,-39.9322686045,6.3522796631
333.1245865733,-40.2034375553,6.3525304794
230.1521833990,-5.1197947410,6.3527088165
346.8653925802,32.8252945400,6.3527655602
